LoanRange,BusinessName,State,Jobs,Date
c $1-2 million,"LP SUNDANCE CONSTRUCTION, INC.",TX,0,4/14/20
c $1-2 million,"LYNN LEE, INC.",TX,0,4/11/20
c $1-2 million,M A SMITH CONTRACTING COMPANY INC.,TX,0,4/8/20
c $1-2 million,M C R OIL TOOLS LLC,TX,0,4/15/20
c $1-2 million,"MANVEL AUTOMOTIVE, LLC",TX,0,4/10/20
c $1-2 million,MAVERICK MOTORWORKS LLC,TX,0,5/5/20
c $1-2 million,"MAX GRIGSBY COMPANY, INC.",TX,0,4/14/20
c $1-2 million,"MCKINNEY AUTOPLEX, INC.",TX,0,4/10/20
c $1-2 million,"MEETING PROFESSIONALS INTERNATIONAL, INC.",TX,0,4/30/20
c $1-2 million,MERITUM ENERGY GP LLC,TX,0,4/14/20
c $1-2 million,MID-WEST TEXTILE CO.,TX,0,4/9/20
c $1-2 million,"MISSION CHEVROLET, LTD.",TX,0,4/11/20
c $1-2 million,MKS2 LLC,TX,0,5/3/20
c $1-2 million,NORTH TEXAS INFECTIOUS DISEASES CONSULTANTS PA,TX,0,4/27/20
c $1-2 million,"NOVA ASSET MANAGEMENT, INC",TX,0,4/28/20
c $1-2 million,"PALMERA CONSTRUCTION & DEVELOPMENT, INC.",TX,0,4/16/20
c $1-2 million,PETERS CHEVROLET INC.,TX,0,4/11/20
c $1-2 million,"POTAMKIN NORTH FREEWAY HY, L.P.",TX,0,4/27/20
c $1-2 million,PREMIEANT INCORPORATED,TX,0,5/3/20
c $1-2 million,PRICE LOGISTIC SERVICES,TX,0,6/29/20
c $1-2 million,PRIME TURBINES LLC,TX,0,4/15/20
c $1-2 million,"PROFESSIONAL TURF PRODUCTS, LP",TX,0,4/14/20
c $1-2 million,PWR STORAGE SOLUTIONS LLC,TX,0,4/14/20
c $1-2 million,QUALITY DAIRY CONSTRUCTION LLC,TX,0,5/3/20
c $1-2 million,QUALITY MAT COMPANY,TX,0,6/19/20
c $1-2 million,"R L THORNTON MOTOR COMPANY, LLC",TX,0,4/10/20
c $1-2 million,"RANGER SPECIALIZED GLASS, INC.",TX,0,4/11/20
c $1-2 million,"RELIABLE WIRELINE, LLC",TX,0,4/10/20
c $1-2 million,"RF CODE, INC.",TX,0,4/14/20
c $1-2 million,"ROBERTSON POOLS, INC.",TX,0,4/15/20
c $1-2 million,SAIBERSYS INC,TX,0,5/7/20
c $1-2 million,SANBAR SHARED SERVICES LLC,TX,0,5/3/20
c $1-2 million,"SANDENVENDO AMERICA, INC.",TX,0,5/8/20
c $1-2 million,SBB MANAGEMENT COMPANY LLC,TX,0,4/10/20
c $1-2 million,"SG BUSINESS SERVICES, LTD.",TX,0,4/28/20
c $1-2 million,SKILLED TRADE INVESTMENTS GP LLC,TX,0,5/4/20
c $1-2 million,"SLATER MATSIL, LLP",TX,0,4/9/20
c $1-2 million,"SUPERIOR MACHINING AND FABRICATION, INC.",TX,0,4/15/20
c $1-2 million,SUREPOINT MANAGEMENT LLC,TX,0,5/3/20
c $1-2 million,SV RELIABLE TRANSPORT LLC,TX,0,4/8/20
c $1-2 million,"TABET ENTERPRISES, INC.",TX,0,4/14/20
c $1-2 million,TEBJES INC,TX,0,4/13/20
c $1-2 million,TEJAS SPECIALTY CONCRETE COATINGS LLC,TX,0,5/3/20
c $1-2 million,"TEKK FORCE, INC",TX,0,4/10/20
c $1-2 million,"TEPCOGLASS, LLC",TX,0,4/8/20
c $1-2 million,TEXAS COMMUNITY MEDIA LLC,TX,0,4/6/20
c $1-2 million,"TEXAS CORRAL, LLC",TX,0,4/10/20
c $1-2 million,TEXAS ORGAN SHARING ALLIANCE,TX,0,5/3/20
c $1-2 million,TEXAS TISSUE CONVERTING LLC,TX,0,4/14/20
c $1-2 million,THE GEORGE D ALAN COMPANY,TX,0,5/3/20
c $1-2 million,"THOMPSON HOME SERVICES, LLC",TX,0,4/27/20
c $1-2 million,"TIMMERS CHEVROLET, INC.",TX,0,4/13/20
c $1-2 million,TRI-WIN OUTSOURCING INC,TX,0,4/9/20
c $1-2 million,"TWIN CITY CLASSIC AUTOMOTIVE, INC.",TX,0,4/13/20
c $1-2 million,UNITED CASING INCORPORATED,TX,0,5/3/20
c $1-2 million,"UNITED PROTECTIVE SERVICES, LP",TX,0,5/4/20
c $1-2 million,VAUGHAN &AMP; SONS INC AND SUBSIDIARIES,TX,0,5/3/20
c $1-2 million,"VISIO FINANCIAL SERVICES, INC.",TX,0,4/27/20
c $1-2 million,"W. W. ROWLAND INVESTMENT CO., INC.",TX,0,4/13/20
c $1-2 million,WAREHOUSE RACK COMPANY LP,TX,0,4/9/20
c $1-2 million,WBF WEDDINGS BY FARAH INC,TX,0,5/1/20
c $1-2 million,"WEST TEXAS J&A, LLC",TX,0,4/16/20
c $1-2 million,"WESTSIDE CHEVROLET, INC.",TX,0,4/13/20
"d $350,000-1 million","2019 ACQUISITION, LLC",TX,0,4/30/20
"d $350,000-1 million",4M PHARMACEUTICALS LLC,TX,0,5/3/20
"d $350,000-1 million",7X ENERGY INC,TX,0,5/5/20
"d $350,000-1 million",A WINDOW INC,TX,0,4/27/20
"d $350,000-1 million","A. M. PETROLEUM, INC.",TX,0,4/28/20
"d $350,000-1 million",AA SOFTWARE & NETWORKING INC,TX,0,5/4/20
"d $350,000-1 million","AAA BLAST-COTE, INC.",TX,0,4/9/20
"d $350,000-1 million",AAA FLEXIBLE PIPE CLEANING CO,TX,0,4/13/20
"d $350,000-1 million","ABIDING HOME HEALTH, LLC",TX,0,4/14/20
"d $350,000-1 million",ABRH CALL SERVICES LLC,TX,0,4/10/20
"d $350,000-1 million","ABSTRACT CONSTRUCTION COMPANY,",TX,0,4/7/20
"d $350,000-1 million",ABUNDANT LIFE HCS COMPANY,TX,0,5/3/20
"d $350,000-1 million","ACCELYTICS CONSULTING, LLC",TX,0,5/1/20
"d $350,000-1 million","ADAMS EXTERMINATING COMPANY, INC",TX,0,4/8/20
"d $350,000-1 million",ADCOCK QSR STAFF SERVICES LLC,TX,0,4/9/20
"d $350,000-1 million","ADMP, LLC",TX,0,4/12/20
"d $350,000-1 million",ADVANCE HEALTH CARE,TX,0,4/29/20
"d $350,000-1 million","ADVANCED MEDICAL PHYSICS, INC.",TX,0,4/27/20
"d $350,000-1 million","ADVANCEMENT RESOURCES INTERCULTURAL SIGNIFICANT EDUCATION ARISE, INC.",TX,0,4/29/20
"d $350,000-1 million","AIM HIGH VENTURES, INC.",TX,0,4/28/20
"d $350,000-1 million",AIRLINE NETWORK SERVICES LLC,TX,0,4/30/20
"d $350,000-1 million",AK INDUSTRIES INC,TX,0,4/27/20
"d $350,000-1 million",AL JOE ROOFING & CONSTRUCTION LLC,TX,0,5/18/20
"d $350,000-1 million","ALAMO OILFIELD SERVICES, LLC",TX,0,4/27/20
"d $350,000-1 million",ALI MOKARRAM P.C.,TX,0,4/12/20
"d $350,000-1 million","ALICIA''S MEXICAN GRILLE, INC",TX,0,4/30/20
"d $350,000-1 million","ALLIED INSULATION & SUPPLY, INC",TX,0,4/27/20
"d $350,000-1 million","ALLOY MACHINE WORKS, INC.",TX,0,4/13/20
"d $350,000-1 million",ALOHA RICHMOND LLC,TX,0,4/28/20
"d $350,000-1 million",ALPHA FOODS CO,TX,0,4/29/20
"d $350,000-1 million","ALPHA ORTHOPEDIC PHYSICIAN GROUP, P.A.",TX,0,4/10/20
"d $350,000-1 million",ALS ASSOCIATES LLC,TX,0,4/12/20
"d $350,000-1 million","AMANI ENGINEERING, INC.",TX,0,4/29/20
"d $350,000-1 million",AMAZING GRACE HOME HEALTH AGENCY INC,TX,0,4/30/20
"d $350,000-1 million",AMCAN ENERGY SERVICES CORP.,TX,0,4/30/20
"d $350,000-1 million",AMERICAN ARCH HOMEHEALTH & PERSONAL ASSITANCE CARE AGENCY LLC,TX,0,5/1/20
"d $350,000-1 million",AMERICAN CONTRACT EXCAVATION SERVICES,TX,0,4/27/20
"d $350,000-1 million",AMERICRANE &AMP; EQUIPMENT INC,TX,0,4/30/20
"d $350,000-1 million","AMERIPAC, INC.",TX,0,4/14/20
"d $350,000-1 million","AMID, INC.",TX,0,4/28/20
"d $350,000-1 million",AMIGOS Y FAMILIA PRIMARY HOME CARE INC,TX,0,5/1/20
"d $350,000-1 million",AMISTAD NURSING AND REHABILITATION LLC,TX,0,4/27/20
"d $350,000-1 million","AMPEX BRANDS OF ST. LOUIS, INC.",TX,0,4/6/20
"d $350,000-1 million","ANGEL MEDICAL SUPPLY, LLC",TX,0,4/10/20
"d $350,000-1 million",ANIMAL MEDICAL CENTER OF MCALLEN LLC,TX,0,4/29/20
"d $350,000-1 million",ANJUMAN-E-HAIDERI ISTNA-ASHRI SHIA MUSLIM ASSOCIATION OF GREATER HOUSTON,TX,0,4/28/20
"d $350,000-1 million","APACHE MANUFACTURING, INC",TX,0,4/8/20
"d $350,000-1 million",ARBIN CORPORATION,TX,0,4/15/20
"d $350,000-1 million",ARMETCO SYSTEMS LLC,TX,0,4/8/20
"d $350,000-1 million","ASHIK ENTERPRISES, INC",TX,0,5/1/20
"d $350,000-1 million","ASPEN IMAGING, LLC",TX,0,4/27/20
"d $350,000-1 million",ASSET CUSHION LLC,TX,0,5/6/20
"d $350,000-1 million","ASSOCIATED INTERIORS, INC.",TX,0,4/27/20
"d $350,000-1 million",ASSOCIATED SERVICES INSPECTIONS LTD,TX,0,4/14/20
"d $350,000-1 million",ATERRAN LLC,TX,0,4/7/20
"d $350,000-1 million",ATI INSTRUMENT AND ELECTRICAL INC,TX,0,4/11/20
"d $350,000-1 million",ATLANTIC CLOTHING LLC,TX,0,4/14/20
"d $350,000-1 million",ATLANTIC EXTERIOR SPECIALISTS INC,TX,0,4/14/20
"d $350,000-1 million",ATX ENVIRONMENTAL SOLUTIONS LLC,TX,0,4/4/20
"d $350,000-1 million",AUSTIN INTERNATIONAL SCHOOL ASSOCIATION,TX,0,5/2/20
"d $350,000-1 million","AUSTIN WINDOW FASHIONS, INC.",TX,0,4/29/20
"d $350,000-1 million","AUTOMATION TECHNOLOGY, LLC",TX,0,4/27/20
"d $350,000-1 million","AVA CONSULTING GROUP, INC.",TX,0,4/8/20
"d $350,000-1 million",AVONDALE HOUSE,TX,0,4/12/20
"d $350,000-1 million",AVVENTIS TECH INC,TX,0,4/30/20
"d $350,000-1 million",B & B CORNER CORPORATION,TX,0,4/27/20
"d $350,000-1 million","B &AMP; C PAINTING &AMP; WALLCOVERING, LLC",TX,0,4/27/20
"d $350,000-1 million","B-LINE FILTER & SUPPLY, INC.",TX,0,4/15/20
"d $350,000-1 million",BAIN MEDINA BAIN INC,TX,0,4/14/20
"d $350,000-1 million",BALDERDASH INC.,TX,0,5/21/20
"d $350,000-1 million","BARTLETTT INVESTMENTS, INC.",TX,0,4/10/20
"d $350,000-1 million",BASIC COMPONENTS INC,TX,0,4/27/20
"d $350,000-1 million",BAYOU PAWN OF TEXAS INC,TX,0,4/12/20
"d $350,000-1 million",BB'S TEX-ORLEANS WEBSTER LLC,TX,0,4/11/20
"d $350,000-1 million","BEEZZ CONSTRUCTION CLEANING, LLC",TX,0,4/29/20
"d $350,000-1 million",BELOVED HOME HEALTH SERVICES INC,TX,0,4/28/20
"d $350,000-1 million",BELTWAY ANESTHESIOLOGY GROUP PA,TX,0,4/15/20
"d $350,000-1 million","BEN ABBOTT & ASSOCIATES, PLLC",TX,0,4/29/20
"d $350,000-1 million",BERNIES HOLDING LLC,TX,0,4/13/20
"d $350,000-1 million",BEST CARE EMS LTD,TX,0,4/28/20
"d $350,000-1 million","BETTER BUSINESS BUREAU OF NORTH CENTRAL TEXAS, INC.",TX,0,4/29/20
"d $350,000-1 million",BEYOND ENERGY SERVICES & TECHNOLOGY INC.,TX,0,4/11/20
"d $350,000-1 million",BIG DOG DRILLING LLC,TX,0,4/29/20
"d $350,000-1 million","BJ FORD, INC.",TX,0,4/4/20
"d $350,000-1 million",BLACK MOUNTAIN LAND COMPANY LP,TX,0,4/6/20
"d $350,000-1 million",BLACK MOUNTAIN OIL & GAS III LLC,TX,0,4/8/20
"d $350,000-1 million","BLUE MOUNTAIN EQUIPMENT, INC.",TX,0,4/13/20
"d $350,000-1 million",BLUESTONE PARTNERS LLC,TX,0,4/9/20
"d $350,000-1 million","BMI MANAGEMENT, INC.",TX,0,4/27/20
"d $350,000-1 million",BOB JING DDS PA,TX,0,4/27/20
"d $350,000-1 million","BOMBSHELTER DIESEL SUPPLY, LLC",TX,0,4/12/20
"d $350,000-1 million","BONDED INSPECTIONS, INC.",TX,0,4/27/20
"d $350,000-1 million",BOX SYSTEMS ELECTRICAL CONTRACTORS LLC,TX,0,5/6/20
"d $350,000-1 million","BPA FACILITY SERVICES, INC.",TX,0,5/26/20
"d $350,000-1 million",BRADLEY CONSTRUCTION MANGEMENT LLC,TX,0,4/11/20
"d $350,000-1 million","BRADY, CHAPMAN, HOLLAND & ASSOCIATES, INC.",TX,0,4/13/20
"d $350,000-1 million","BRIM LAUNDRY MACHINERY CO., INC.",TX,0,4/28/20
"d $350,000-1 million",BRONCO MANUFACTURING INC.,TX,0,4/9/20
"d $350,000-1 million","BROOKE CASTILLO, LLC",TX,0,4/28/20
"d $350,000-1 million","BROWN AUTOMOTIVE CENTER, INC.",TX,0,4/9/20
"d $350,000-1 million","BT&AMP;S TRUCKING SERVICES, LLC",TX,0,4/28/20
"d $350,000-1 million","BUILDERS CARPET & DESIGN CENTER, INC.",TX,0,4/10/20
"d $350,000-1 million",BUILDERS DRYWALL INC,TX,0,5/2/20
"d $350,000-1 million","BUILDING IMAGE GROUP, INCORPORATED",TX,0,4/14/20
"d $350,000-1 million","BUNA ELECTRIC MOTOR SERVICE, INC.",TX,0,4/15/20
"d $350,000-1 million",BURNETTS HOT OIL SERVICE LLC,TX,0,5/6/20
"d $350,000-1 million","BURNS & PARKS PAINTING, LLC",TX,0,4/4/20
"d $350,000-1 million","C & B AUTOMOTIVE, LLC",TX,0,4/6/20
"d $350,000-1 million","C-L & ASSOCIATES, INC",TX,0,4/29/20
"d $350,000-1 million",CAESARS DOUGH BOYS LLC,TX,0,4/10/20
"d $350,000-1 million",CAMAC INTERNATIONAL CORPORATION,TX,0,4/27/20
"d $350,000-1 million","CAMBRIDGE CAREGIVERS, LLC",TX,0,4/10/20
"d $350,000-1 million","CAMELOT INTEGRATED SOLUTIONS, INC.",TX,0,4/28/20
"d $350,000-1 million",CANALES VC INVESTMENTS LLC,TX,0,4/14/20
"d $350,000-1 million","CANNON ENTERPRISES, INC.",TX,0,4/30/20
"d $350,000-1 million","CAPSTONE HOUSTON GROUP, LLC",TX,0,5/11/20
"d $350,000-1 million",CAPSTONE PLANT 401K,TX,0,4/6/20
"d $350,000-1 million",CARDIOLOGY PARTNERS LP,TX,0,4/28/20
"d $350,000-1 million","CARDIOVASCULAR HOME CARE, INC",TX,0,4/29/20
"d $350,000-1 million","CARING SENIOR MANAGEMENT, LLC",TX,0,4/13/20
"d $350,000-1 million","CARNEGIE TECHNOLOGIES, LLC",TX,0,4/15/20
"d $350,000-1 million",CAROL'S LIGHTING AND FAN SHOP INC,TX,0,5/1/20
"d $350,000-1 million",CBJI HOME CARE LLC,TX,0,4/6/20
"d $350,000-1 million",CD&SA-S INC.,TX,0,4/11/20
"d $350,000-1 million",CEDENT CONSULTING INC,TX,0,4/29/20
"d $350,000-1 million","CENTEC HOLDINGS, LLC",TX,0,4/4/20
"d $350,000-1 million",CENTEX MACHINE AND WELDING INC.,TX,0,4/30/20
"d $350,000-1 million",CENTRAL TEXAS DRYWALL INC,TX,0,4/10/20
"d $350,000-1 million","CERTIFIED ROSES, INC.",TX,0,4/8/20
"d $350,000-1 million",CHAMPION CONTAINER COMPANY LLC,TX,0,4/8/20
"d $350,000-1 million","CHAMPIONS MACHINE TOOL SALES, INC.",TX,0,4/11/20
"d $350,000-1 million",CHATHAM WORTH SPECIALTIES INC,TX,0,4/28/20
"d $350,000-1 million",CHEM ONE LTD.,TX,0,5/28/20
"d $350,000-1 million","CHI MANAGEMENT, LLC",TX,0,4/10/20
"d $350,000-1 million",CLARK SHARP & REYNOLDS LLC,TX,0,4/7/20
"d $350,000-1 million","CLARK'S EXPORT PACKING, LP",TX,0,4/28/20
"d $350,000-1 million","CLAYCOMB ASSOCIATES, INC.",TX,0,5/1/20
"d $350,000-1 million",CLEAR LAKE DEALERSHIP INC.,TX,0,4/6/20
"d $350,000-1 million","CLEARPRISM, LLC",TX,0,4/28/20
"d $350,000-1 million","COASTAL EMPLOYMENT AGENCY, INC.",TX,0,4/8/20
"d $350,000-1 million",COASTAL MEDICAL SERVICES INC,TX,0,4/30/20
"d $350,000-1 million","COLLIER METAL SPECIALTIES, LTD",TX,0,4/28/20
"d $350,000-1 million",COLUMBIA COMMERCIAL BUILDING PRODUCTS ACQUISITION,TX,0,5/3/20
"d $350,000-1 million","COMITT WELL SOLUTIONS, LLC",TX,0,4/27/20
"d $350,000-1 million","COMM-FIT HOLDINGS, LLC",TX,0,4/5/20
"d $350,000-1 million","COMMERCIAL & INDUSTRIAL LAYOUT, INC.",TX,0,5/1/20
"d $350,000-1 million",CONCRETE ENTERPRISES LLC,TX,0,5/1/20
"d $350,000-1 million","CONNECT ALLIANCE OPERATING COMPANY, LLC",TX,0,4/28/20
"d $350,000-1 million","CONTEMPORARY GLASS TEMPERING, LLC",TX,0,4/14/20
"d $350,000-1 million",CONTINENTAL LAND & FUR CO INC,TX,0,5/1/20
"d $350,000-1 million","CONTROLLED FLUIDS, INC.",TX,0,4/5/20
"d $350,000-1 million",COOL INSULATION COMPANY,TX,0,4/8/20
"d $350,000-1 million","COOPER PLASTERING, INC",TX,0,4/28/20
"d $350,000-1 million",CORCORAN'S MOBILE SERVICES INC,TX,0,4/13/20
"d $350,000-1 million",CORNERSTONE GROUP ARCHITECTS,TX,0,4/10/20
"d $350,000-1 million","COUNTRYSIDE NURSING AND REHABILITATION, L.P.",TX,0,4/27/20
"d $350,000-1 million",COXS FIESTA SUPERMARKETS OF SAN ANTONIO,TX,0,5/5/20
"d $350,000-1 million","CREIGHTOR, INC.",TX,0,4/8/20
"d $350,000-1 million","CROSSROADS FELLOWSHIP GLOBAL, INC.",TX,0,4/30/20
"d $350,000-1 million",CROSSROADS UTILITY SERVICES LLC,TX,0,4/30/20
"d $350,000-1 million","CROWN OF LIFE LUTHERAN CHURCH OF COLLEYVILLE, TEXAS",TX,0,4/6/20
"d $350,000-1 million",CSL ENTERPRISES INC,TX,0,4/6/20
"d $350,000-1 million","CTC CONTRACTORS, LLC",TX,0,4/6/20
"d $350,000-1 million",CUBBAGE LLC,TX,0,4/13/20
"d $350,000-1 million",CURTIS & WINDHAM ARCHITECTS INC,TX,0,4/30/20
"d $350,000-1 million",CY FAIR BONE AND JOINT LLP,TX,0,4/10/20
"d $350,000-1 million",D.H. GRIFFIN OF TEXAS INC,TX,0,4/30/20
"d $350,000-1 million",DEAN G PAPPAS LAW FIRM PLLC,TX,0,4/12/20
"d $350,000-1 million",DELL TELEPHONE,TX,0,6/22/20
"d $350,000-1 million",DELTA SYSTEM & SOFTWARE INC,TX,0,4/27/20
"d $350,000-1 million","DENTAL DIRECTIONS, INC",TX,0,5/1/20
"d $350,000-1 million","DESERT STEEL CO., INC.",TX,0,4/27/20
"d $350,000-1 million",DESHONG COMPANIES LLC,TX,0,4/9/20
"d $350,000-1 million","DEVERUS, INC.",TX,0,4/8/20
"d $350,000-1 million","DFS FIRE SYSTEMS, LLC",TX,0,4/27/20
"d $350,000-1 million",DFW CAMPER CORRAL INC,TX,0,4/29/20
"d $350,000-1 million","DFW DOOR & HARDWARE, L.P.",TX,0,4/15/20
"d $350,000-1 million","DFW SALONS, LLC",TX,0,4/15/20
"d $350,000-1 million",DIAMONDBACK INDUSTRIES INC,TX,0,5/18/20
"d $350,000-1 million","DICKSON PROCESS SYSTEMS, LLC",TX,0,4/30/20
"d $350,000-1 million",DIGESTIVE SPECIALISTS OF NORTH HARRIS COUNTY PA,TX,0,4/9/20
"d $350,000-1 million",DIGITAL MEDICAL DATA SYSTEMS LLC,TX,0,4/15/20
"d $350,000-1 million",DIRECT EXPORT COMPANY INC.,TX,0,4/6/20
"d $350,000-1 million","DISCOVER GYMNASTICS, INC.",TX,0,4/12/20
"d $350,000-1 million",DISCOVERY INFORMATION TECHNOLOGIES,TX,0,4/4/20
"d $350,000-1 million","DIXIE FOUNDATION DRILLING CO., INC.",TX,0,4/29/20
"d $350,000-1 million",DKI INVESTMENTS INC.,TX,0,4/10/20
"d $350,000-1 million",DOCTORS APPROVED HOME HEALTH INC.,TX,0,4/28/20
"d $350,000-1 million",DOLPHIN CARRIERS LLC,TX,0,5/7/20
"d $350,000-1 million","DON BURDEN & ASSOCIATES, INC",TX,0,5/19/20
"d $350,000-1 million",DON HART&#39;S RADIATOR SERVICE CENTER,TX,0,4/28/20
"d $350,000-1 million",DON YOUNG COMPANY INC,TX,0,4/12/20
"d $350,000-1 million",DOUBLE OAK CONSTRUCTION INC,TX,0,4/13/20
"d $350,000-1 million",DOUBLE OAK EROSION INC.,TX,0,4/13/20
"d $350,000-1 million","DOWNHOLE INSPECTION, INC.",TX,0,4/15/20
"d $350,000-1 million",DRACKO MERCHANDISING INC.,TX,0,4/15/20
"d $350,000-1 million","DRILLWELL, LLC",TX,0,4/27/20
"d $350,000-1 million","DYNAMIC SPORTS CONSTRUCTION, INC.",TX,0,4/30/20
"d $350,000-1 million","E.A.G. ONESOURCE, INCORPORATED",TX,0,4/14/20
"d $350,000-1 million","E.A.G. SERVICES, INCORPORATED",TX,0,4/14/20
"d $350,000-1 million","EAGLE AGGREGATE TRANSPORTATION, LLC",TX,0,4/10/20
"d $350,000-1 million","EAR TELECOMMUNICATIONS, LLC",TX,0,4/30/20
"d $350,000-1 million",EARTHWORKS LAWN CARE SERVICES,TX,0,5/5/20
"d $350,000-1 million",EAST END TRANSFER AND STORAGE INC.,TX,0,4/12/20
"d $350,000-1 million","ELEA AUTOMOTIVE, LLC",TX,0,4/11/20
"d $350,000-1 million",ELGIN BUTLER COMPANY,TX,0,5/8/20
"d $350,000-1 million",ELITE PLUMBING CORPORATION,TX,0,4/12/20
"d $350,000-1 million",EMERALD STANDARD SERVICES INC.,TX,0,4/9/20
"d $350,000-1 million",EMPEIRIA BBRSS HOLDINGS LLC,TX,0,4/4/20
"d $350,000-1 million",EMPLOYEE RETENTION SERVICES LLC,TX,0,4/15/20
"d $350,000-1 million","ENDEAVOUR MACHINE AND FAB, INC.",TX,0,4/29/20
"d $350,000-1 million",ENGINEERING & TERMINAL SERVICES LP DBA T,TX,0,5/1/20
"d $350,000-1 million","ENLIGHT INDUSTRIES, LLC",TX,0,4/11/20
"d $350,000-1 million","ENVIRONMENTAL IMPROVEMENTS, INC",TX,0,4/10/20
"d $350,000-1 million",ENVIROTROL PEST MANAGEMENT SYSTEMS INC.,TX,0,4/29/20
"d $350,000-1 million",EVO INCORPORATED,TX,0,5/5/20
"d $350,000-1 million",EXCEPTIONAL EMPLOYMENT SERVICES INC,TX,0,4/30/20
"d $350,000-1 million",EXO GROUP LLC,TX,0,4/11/20
"d $350,000-1 million",EXTREME STAFFING,TX,0,6/16/20
"d $350,000-1 million",F B LARIAT DAIRY LLC,TX,0,5/4/20
"d $350,000-1 million","F. VUELVAS TRUCKING, INC.",TX,0,4/15/20
"d $350,000-1 million","FAGAN CONSULTING, LLC",TX,0,5/3/20
"d $350,000-1 million",FAITH MANUFACTURING COMPANY INC,TX,0,4/10/20
"d $350,000-1 million","FAMILY FIRST HOME HEALTH, LLC",TX,0,4/27/20
"d $350,000-1 million","FARMER ENVIRONMENTAL GROUP, LLC",TX,0,4/11/20
"d $350,000-1 million","FEDERAL INFORMATION SYSTEMS, INC.",TX,0,5/8/20
"d $350,000-1 million",FIFE SERVICES INC,TX,0,4/10/20
"d $350,000-1 million",FIG SERVICES LLC,TX,0,4/29/20
"d $350,000-1 million",FIRST BAPTIST CHURCH OF MCKINNEY TEXAS,TX,0,4/7/20
"d $350,000-1 million",FIRST UNITED METHODIST CHURCH OF MCKINNE,TX,0,4/29/20
"d $350,000-1 million",FIXED EQUIPMENT RELIABILITY LL C,TX,0,4/27/20
"d $350,000-1 million",FOOT & ANKLE CENTER OF NORTH HOUSTON PA,TX,0,4/10/20
"d $350,000-1 million",FOUR J'S COMMUNITY LIVING CENTER INC.,TX,0,4/28/20
"d $350,000-1 million","FOWLKES, NORMAN, AND ASSOCIATES, INC.",TX,0,4/10/20
"d $350,000-1 million","FRAC TANK RENTALS, LLC",TX,0,4/11/20
"d $350,000-1 million",FRANKLIN MACHINE & GEAR CORPORATION,TX,0,4/29/20
"d $350,000-1 million","FREEDOM TITLE, LP",TX,0,4/7/20
"d $350,000-1 million",FRONTIER INVESTMENT MANAGEMENT COMPANY,TX,0,4/9/20
"d $350,000-1 million",FRONTIER MEDIA INC,TX,0,4/8/20
"d $350,000-1 million",FWRFC LLC,TX,0,5/1/20
"d $350,000-1 million",G & G ELECTRIC SERVICE COMPANY,TX,0,4/15/20
"d $350,000-1 million",G AND R SURVEYING LLC,TX,0,5/27/20
"d $350,000-1 million",GALLAGHER CONSTRUCTION COMPANY LP,TX,0,4/27/20
"d $350,000-1 million","GARLAND NURSING AND REHABILITATION, L.P.",TX,0,4/28/20
"d $350,000-1 million",GARRETT CONSTRUCTION COMPANY,TX,0,4/30/20
"d $350,000-1 million",GC HEALTH SERVICES INC,TX,0,5/12/20
"d $350,000-1 million",GENERAL PETRO CHEM INDUSTRIAL INC,TX,0,4/28/20
"d $350,000-1 million",GENERAL PETROCHEM MECHANICAL INC,TX,0,4/28/20
"d $350,000-1 million",GENOMMA LAB USA INC,TX,0,4/29/20
"d $350,000-1 million","GI ELECTROTECH, INC. DBA GI CIRCUITS,INC",TX,0,5/1/20
"d $350,000-1 million","GLENVIEW PROFESSIONAL PHARMACY, INC",TX,0,4/7/20
"d $350,000-1 million",GOOD SAMARITAN CAREGIVERS,TX,0,4/28/20
"d $350,000-1 million","GOSPEL FOR ASIA, INC",TX,0,4/28/20
"d $350,000-1 million",GP TRANSPORT INC,TX,0,4/28/20
"d $350,000-1 million","GRANDE PRODUCE, LTD. CO.",TX,0,4/11/20
"d $350,000-1 million","GREAT OUTDOOR SUB SHOP, INC",TX,0,4/13/20
"d $350,000-1 million","GROUT TECH, INC",TX,0,4/30/20
"d $350,000-1 million",GROWTH HOLDINGS LLC,TX,0,4/9/20
"d $350,000-1 million",GTO WELDING SERVICE LLC,TX,0,6/16/20
"d $350,000-1 million",GULF COAST FLOORING AND SERVICES,TX,0,4/29/20
"d $350,000-1 million",GULFSTREAM LEGAL GROUP LLC,TX,0,4/27/20
"d $350,000-1 million",H & H ELECTRICAL CONTRACTORS INC,TX,0,4/27/20
"d $350,000-1 million",HADAF LLC,TX,0,4/30/20
"d $350,000-1 million",HAFF AND COMPANY CONSTRUCTION CORP,TX,0,6/16/20
"d $350,000-1 million","HALO GROUP REALTY, LLC",TX,0,4/28/20
"d $350,000-1 million",HANSONS INSTALLATIONS INC,TX,0,5/5/20
"d $350,000-1 million",HARBOR FAB LLC,TX,0,4/8/20
"d $350,000-1 million",HARKINS CO,TX,0,4/29/20
"d $350,000-1 million","HARRIS MANUFACTURING SOLUTIONS, LLC",TX,0,4/7/20
"d $350,000-1 million",HASKELL E BAR DALLAS LLC,TX,0,4/30/20
"d $350,000-1 million",HATEC INTERNATIONAL INC.,TX,0,5/2/20
"d $350,000-1 million","HAYDEN PAVING, INC.",TX,0,4/13/20
"d $350,000-1 million",HEALING TOUCH HOMECARE LLC,TX,0,4/16/20
"d $350,000-1 million","HENRIETTA CHBU, L.L.C.",TX,0,4/27/20
